recency,sales,zip_code,newbie,channel,segment,product_category,age,frequency,gender
3,77.34,Urban,1,Brick&Mortar,Single,6,47,10,male
2,985.22,Urban,1,Social,Married with children,3,28,3,both
11,107.38,Surburban,0,Web,Single,1,24,3,female
9,880.11,Rural,1,Web,Married,6,44,5,both
9,29.99,Urban,1,Brick&Mortar,Single,5,51,6,female
11,48.29,Surburban,1,Brick&Mortar,Married,1,20,3,female
11,29.99,Urban,0,Web,Married with children,1,30,1,male
5,83.72,Rural,0,Web,Single,1,20,4,female
6,332.22,Urban,0,Web,Married,4,52,2,both
5,351.4,Rural,0,Web,Married,1,34,6,female
5,477.98,Urban,0,Web,Married with children,1,23,1,female
7,543.64,Rural,1,Web,Married,6,42,3,female
1,200.29,Urban,0,Social,Married,2,26,1,male
4,75.42,Surburban,0,Brick&Mortar,Married with children,3,35,8,female
5,187.38,Urban,1,Brick&Mortar,Single,6,48,4,female
7,72.85,Urban,1,Web,Single,4,36,8,female
6,29.99,Surburban,0,Brick&Mortar,Single,6,18,4,female
11,163.72,Surburban,1,Web,Married with children,2,18,1,female
2,1680.99,Urban,1,Social,Married,1,23,4,female
11,292.34,Rural,0,Brick&Mortar,Married,1,30,1,male
3,386.21,Urban,0,Brick&Mortar,Single,1,46,9,both
11,29.99,Surburban,0,Web,Married,6,41,8,female
4,275.27,Rural,1,Brick&Mortar,Single,2,23,9,male
9,236.86,Surburban,1,Social,Married,1,30,2,both
4,505.07,Surburban,1,Brick&Mortar,Single,4,38,5,female
1,65.4,Rural,1,Web,Married,2,18,2,male
11,255.67,Surburban,0,Social,Married,2,51,3,male
10,246.12,Urban,1,Web,Married with children,1,25,5,male
2,67.18,Urban,1,Web,Married with children,2,21,10,female
9,29.99,Surburban,1,Web,Single,3,42,2,male
2,31.73,Urban,0,Web,Married,5,55,3,male
2,598.33,Rural,1,Brick&Mortar,Married,5,41,9,both
7,238.16,Urban,0,Social,Married,1,20,4,male
7,297.71,Rural,0,Web,Married,2,19,2,female
2,241.9,Urban,0,Web,Married,2,47,5,female
1,221.41,Urban,0,Brick&Mortar,Single,6,45,10,male
8,68.53,Rural,0,Brick&Mortar,Single,5,52,8,male
12,29.99,Rural,0,Web,Married with children,1,20,7,female
9,29.99,Surburban,1,Web,Married,2,23,9,male
1,789.65,Surburban,1,Web,Married with children,6,47,9,female
7,73.55,Surburban,1,Web,Married,1,24,9,male
4,790.95,Urban,1,Social,Single,3,20,8,both
6,69.95,Urban,0,Brick&Mortar,Married,6,23,1,male
3,43.47,Urban,1,Web,Married with children,1,29,8,female
9,63.38,Urban,1,Web,Married with children,2,31,6,male
9,211.79,Urban,0,Social,Married with children,2,24,3,female
3,95.16,Urban,0,Brick&Mortar,Single,4,39,9,male
10,67.82,Urban,0,Web,Single,2,27,5,male
1,432.85,Surburban,0,Social,Single,5,45,2,female
8,174.39,Urban,0,Web,Married with children,3,40,1,male
1,389.36,Urban,0,Web,Single,1,30,10,female
5,29.99,Rural,0,Web,Single,6,48,1,male
1,125.74,Urban,1,Brick&Mortar,Married with children,5,54,9,male
5,376.61,Urban,0,Web,Married with children,6,33,9,male
10,103.1,Urban,0,Web,Married with children,1,24,6,female
2,256.26,Urban,1,Web,Married,4,36,2,male
3,297.9,Surburban,0,Web,Married with children,2,29,8,both
2,229.85,Urban,1,Web,Single,5,47,9,both
8,304.17,Urban,1,Brick&Mortar,Single,1,26,8,male
5,47.26,Urban,0,Web,Single,6,44,5,female
2,479.65,Rural,1,Web,Married,3,37,8,male
1,424.09,Surburban,0,Web,Married with children,2,25,9,male
2,226.73,Surburban,1,Web,Married,5,45,1,male
8,138.25,Rural,1,Brick&Mortar,Married,3,34,8,female
1,796.71,Surburban,1,Brick&Mortar,Single,4,40,6,male
11,321.3,Urban,0,Social,Married,2,18,9,male
10,29.99,Surburban,1,Web,Married with children,6,53,8,female
1,1497.78,Urban,1,Web,Married,6,45,4,female
5,865.86,Urban,1,Social,Married with children,3,37,4,male
5,63.15,Surburban,1,Brick&Mortar,Married with children,4,27,9,male
8,207.84,Rural,1,Brick&Mortar,Single,4,40,2,female
10,113.05,Rural,1,Brick&Mortar,Married,4,36,3,female
10,147.5,Urban,0,Web,Married with children,6,49,4,female
1,223.08,Urban,0,Brick&Mortar,Married with children,6,46,6,female
7,179.19,Urban,1,Web,Single,3,34,10,male
7,116.79,Surburban,1,Brick&Mortar,Married,3,23,10,female
2,875.37,Surburban,1,Social,Married with children,5,20,3,female
5,563.55,Surburban,1,Brick&Mortar,Married with children,1,26,2,male
8,29.99,Urban,0,Brick&Mortar,Married with children,5,31,3,female
4,51.23,Surburban,1,Web,Married with children,2,23,5,male
2,572.19,Urban,1,Social,Married with children,4,34,1,female
1,277.07,Rural,0,Web,Single,1,24,5,male
4,490.12,Urban,0,Brick&Mortar,Married,5,51,4,both
3,369.06,Surburban,1,Brick&Mortar,Married,4,40,8,male
5,82.81,Surburban,1,Web,Single,1,25,2,male
3,29.99,Rural,0,Web,Married with children,1,23,2,female
1,189.81,Surburban,0,Brick&Mortar,Married,3,42,1,male
11,29.99,Urban,0,Web,Married,2,26,8,female
4,549.32,Surburban,1,Social,Married with children,1,28,1,male
3,981.46,Urban,1,Social,Single,6,45,3,both
9,29.99,Surburban,1,Web,Married with children,6,53,7,female
5,47.8,Surburban,0,Web,Married,4,47,6,female
2,745.27,Rural,1,Web,Married with children,1,37,8,female
4,29.99,Rural,0,Brick&Mortar,Married,5,53,8,male
10,131.74,Surburban,0,Brick&Mortar,Married,3,38,10,male
11,213.1,Surburban,0,Brick&Mortar,Married,2,25,4,male
5,49.36,Urban,0,Web,Married with children,1,28,2,male
12,351.06,Urban,0,Web,Married,6,47,10,female
5,258.86,Rural,1,Brick&Mortar,Married,5,47,1,both
4,29.99,Urban,1,Web,Single,6,46,6,male
1,294.09,Surburban,0,Web,Married,3,43,10,female
2,54.35,Rural,1,Brick&Mortar,Single,5,47,1,male
11,158.19,Urban,0,Web,Married with children,4,33,8,male
9,290.47,Urban,0,Brick&Mortar,Married with children,1,25,4,male
9,196.18,Surburban,1,Web,Single,6,45,2,male
8,608.48,Urban,1,Social,Married,1,24,8,male
5,82.11,Rural,1,Brick&Mortar,Married with children,2,21,4,female
10,42.29,Rural,0,Brick&Mortar,Married with children,1,18,7,male
4,496.82,Rural,0,Social,Single,1,28,8,both
1,991.62,Surburban,1,Brick&Mortar,Single,1,22,9,male
2,196.44,Surburban,0,Web,Single,1,28,4,male
2,233.93,Surburban,0,Brick&Mortar,Married with children,4,38,3,female
3,1295.31,Rural,1,Web,Married,2,36,8,both
11,144.64,Rural,1,Brick&Mortar,Single,6,45,4,female
3,501.27,Urban,1,Social,Single,2,27,2,male
5,244.91,Surburban,0,Brick&Mortar,Single,2,29,5,both
7,234.18,Surburban,0,Web,Married,4,35,10,female
6,29.99,Surburban,1,Brick&Mortar,Married,1,21,5,male
4,29.99,Urban,1,Brick&Mortar,Single,2,27,4,male
4,164.4,Urban,0,Brick&Mortar,Married with children,5,51,7,male
11,442.29,Surburban,0,Web,Single,3,39,5,male
10,93.25,Surburban,1,Web,Single,1,23,4,male
2,29.99,Urban,1,Web,Married,2,25,3,female
1,272.05,Urban,1,Brick&Mortar,Married with children,1,31,5,both
3,323.04,Urban,0,Web,Married,2,23,2,female
7,34.62,Surburban,1,Brick&Mortar,Married,3,25,9,female
4,29.99,Urban,0,Brick&Mortar,Single,3,55,7,male
7,77.94,Urban,1,Brick&Mortar,Married with children,2,19,4,male
1,442.24,Surburban,0,Social,Married,5,47,8,male
9,29.99,Urban,1,Brick&Mortar,Married with children,6,27,10,male
2,370.34,Surburban,0,Brick&Mortar,Single,6,32,4,female
2,683.17,Surburban,1,Social,Single,2,40,3,both
11,36.06,Urban,0,Web,Married,3,42,4,male
2,201.76,Urban,0,Web,Single,1,40,7,both
6,29.99,Surburban,1,Web,Married with children,3,26,5,female
10,151.42,Surburban,0,Brick&Mortar,Married,3,25,3,male
7,43.02,Urban,0,Web,Single,2,19,1,male
4,174.55,Rural,1,Web,Married with children,4,36,10,male
5,166.78,Surburban,1,Brick&Mortar,Single,2,45,3,male
9,253.9,Rural,0,Web,Married,6,47,4,male
6,464.08,Surburban,0,Web,Married,4,39,7,female
2,29.99,Surburban,1,Brick&Mortar,Married with children,3,40,10,male
8,178.27,Urban,0,Brick&Mortar,Married with children,6,46,3,female
5,156.13,Urban,0,Web,Single,6,54,8,male
8,268.17,Urban,0,Brick&Mortar,Married with children,1,18,1,female
2,368.12,Surburban,1,Brick&Mortar,Single,3,31,8,male
3,154.97,Urban,0,Web,Married with children,4,38,3,male
2,29.99,Rural,1,Web,Single,3,37,8,female
1,196.34,Surburban,1,Brick&Mortar,Married with children,2,30,2,male
5,67.46,Urban,1,Brick&Mortar,Single,6,44,10,female
2,72.68,Urban,1,Web,Single,3,35,9,female
3,247.92,Surburban,0,Brick&Mortar,Married,4,35,4,male
3,226.24,Urban,1,Web,Married,1,30,4,both
1,575.27,Surburban,1,Web,Married,3,38,4,female
11,295.4,Surburban,0,Brick&Mortar,Married with children,1,27,6,female
4,32.62,Urban,0,Web,Married with children,4,33,4,male
2,626.98,Urban,1,Web,Married,1,19,1,male
1,160.13,Urban,0,Brick&Mortar,Married with children,2,21,1,male
2,82.06,Urban,0,Web,Married,3,40,8,female
5,792.07,Urban,1,Social,Single,1,24,9,male
8,74.38,Surburban,0,Web,Married,5,53,8,female
5,76.06,Surburban,1,Web,Married,3,43,1,male
4,390.55,Urban,1,Web,Single,2,41,5,male
4,315.76,Urban,0,Web,Single,5,51,3,both
10,29.99,Surburban,1,Brick&Mortar,Single,3,33,4,female
5,145.87,Surburban,0,Brick&Mortar,Married with children,5,49,1,female
9,138.87,Urban,1,Brick&Mortar,Married,1,22,2,female
1,597.75,Surburban,1,Social,Married with children,6,55,1,female
2,460.63,Surburban,0,Brick&Mortar,Married,2,25,7,male
8,76.28,Urban,0,Brick&Mortar,Single,6,38,2,male
1,82.17,Urban,1,Web,Single,2,36,1,male
9,451.4,Rural,0,Social,Single,4,34,1,female
11,63.67,Urban,0,Web,Married with children,2,20,1,female
6,158.02,Urban,0,Web,Married,1,18,5,female
10,50.37,Urban,0,Brick&Mortar,Married with children,3,41,9,female
5,29.99,Urban,0,Brick&Mortar,Married with children,2,28,1,male
10,166.07,Surburban,1,Brick&Mortar,Married,5,51,5,male
8,29.99,Rural,1,Web,Married,2,53,8,male
11,203.6,Urban,1,Web,Married with children,1,39,2,male
1,144.96,Surburban,0,Web,Married,4,32,10,female
6,871.77,Surburban,1,Social,Married with children,4,39,2,both
2,293.93,Urban,0,Social,Single,2,30,3,both
4,504.83,Surburban,1,Brick&Mortar,Single,1,36,6,male
8,125.37,Surburban,1,Web,Married,1,46,4,female
5,29.99,Urban,0,Web,Single,2,22,5,female
10,88.25,Urban,1,Web,Married with children,1,42,5,female
9,339.13,Rural,0,Web,Single,4,37,7,both
1,399.6,Surburban,0,Web,Married with children,6,54,3,male
5,234.42,Urban,0,Web,Married with children,6,50,1,female
1,29.99,Urban,0,Web,Single,5,55,2,male
11,56.89,Surburban,0,Web,Married,5,33,2,male
7,172.9,Surburban,0,Brick&Mortar,Single,1,43,8,male
8,191.27,Surburban,0,Brick&Mortar,Married with children,1,28,1,female
7,386.21,Rural,1,Brick&Mortar,Married,4,33,8,both
12,36.09,Rural,0,Brick&Mortar,Single,4,37,4,male
1,243.76,Urban,1,Brick&Mortar,Married with children,6,54,1,female
5,368.58,Urban,0,Social,Married with children,2,25,5,male
2,280.75,Urban,0,Brick&Mortar,Single,5,55,7,female
5,587.12,Urban,1,Web,Married,4,42,7,both
11,166.67,Urban,1,Web,Single,3,38,10,male
5,354.17,Urban,0,Brick&Mortar,Single,6,46,5,male
11,95.56,Urban,1,Web,Single,2,36,9,male
10,29.99,Rural,0,Brick&Mortar,Single,5,31,9,female
1,262.23,Urban,0,Social,Single,4,39,5,male
1,139.75,Rural,0,Brick&Mortar,Married,4,37,7,female
2,270.77,Urban,0,Web,Married with children,1,38,3,female
1,213.79,Surburban,0,Social,Married with children,5,52,9,female
9,78.72,Surburban,1,Web,Married with children,1,25,3,female
12,169.64,Surburban,0,Web,Married,3,53,8,male
1,239,Surburban,1,Web,Married with children,4,27,2,male
6,109.7,Surburban,1,Web,Single,6,52,7,male
1,101.67,Surburban,1,Brick&Mortar,Single,1,41,6,male
9,29.99,Surburban,0,Web,Married with children,3,50,10,male
3,238.14,Surburban,0,Web,Married,6,29,7,male
11,52.08,Urban,0,Web,Married,3,36,1,female
4,29.99,Urban,0,Web,Married with children,3,44,1,female
9,192.17,Rural,0,Web,Single,1,19,9,female
7,358.51,Urban,1,Brick&Mortar,Married with children,6,54,1,male
11,591.39,Surburban,1,Social,Single,4,43,10,both
5,29.99,Surburban,0,Web,Married,5,36,8,male
4,340.78,Rural,1,Brick&Mortar,Married with children,6,54,8,female
9,625.02,Urban,1,Brick&Mortar,Single,6,49,9,female
10,50.15,Urban,1,Brick&Mortar,Single,2,18,5,female
2,29.99,Surburban,1,Web,Married with children,1,31,4,female
2,369.63,Rural,0,Brick&Mortar,Married with children,2,22,1,male
6,89.1,Urban,1,Web,Single,5,46,2,male
10,117.71,Surburban,1,Web,Single,3,32,5,male
1,108.4,Urban,1,Brick&Mortar,Single,1,19,10,female
9,396.9,Urban,1,Social,Married,1,24,6,male
7,202.19,Surburban,1,Web,Married,1,26,8,female
12,52.69,Surburban,0,Brick&Mortar,Married,5,48,2,male
11,238.6,Urban,0,Web,Single,1,29,8,male
10,100.02,Rural,0,Brick&Mortar,Married with children,6,49,10,female
7,29.99,Urban,1,Web,Married with children,5,45,1,female
2,163.23,Urban,1,Brick&Mortar,Married with children,2,23,8,male
5,119.08,Surburban,1,Brick&Mortar,Married with children,3,41,9,male
8,105.73,Rural,1,Brick&Mortar,Married,6,44,3,female
6,385.44,Urban,0,Brick&Mortar,Married with children,2,18,2,female
3,445.86,Surburban,1,Web,Married with children,1,18,10,both
2,76.92,Surburban,0,Web,Married with children,4,41,6,female
9,73.88,Urban,0,Brick&Mortar,Married,5,34,1,female
7,29.99,Urban,1,Brick&Mortar,Married with children,1,19,6,female
2,123.73,Urban,0,Web,Single,2,24,6,male
11,136.88,Urban,0,Web,Married with children,3,35,10,male
1,1499.11,Surburban,1,Web,Married with children,2,27,9,both
3,75.98,Urban,0,Web,Single,5,49,2,female
10,111.03,Urban,1,Brick&Mortar,Married,5,55,1,female
3,212.36,Surburban,0,Web,Married,6,47,1,both
11,97.51,Urban,1,Web,Married with children,4,43,6,male
9,241.77,Urban,0,Web,Married,4,39,10,male
11,29.99,Surburban,1,Web,Single,6,55,1,female
9,60.08,Urban,1,Web,Married with children,5,54,3,male
11,105.53,Urban,1,Brick&Mortar,Married,1,19,8,male
10,208.36,Urban,1,Web,Married,6,24,8,female
8,29.99,Surburban,0,Brick&Mortar,Married with children,5,54,10,female
4,253.39,Urban,0,Web,Married,5,51,7,male
1,119.12,Rural,0,Web,Married,3,35,10,female
9,29.99,Surburban,0,Brick&Mortar,Single,5,52,3,female
9,257.13,Urban,0,Social,Married,5,25,6,male
2,1372.46,Urban,1,Social,Married with children,1,24,1,male
1,516.7,Surburban,1,Brick&Mortar,Single,3,41,2,female
1,372.08,Surburban,0,Brick&Mortar,Married,1,46,4,male
7,161.18,Urban,1,Brick&Mortar,Single,6,46,5,male
2,928.65,Rural,1,Brick&Mortar,Married with children,6,27,6,both
2,29.99,Surburban,0,Web,Married with children,3,34,7,female
1,98.98,Surburban,1,Web,Married with children,1,38,6,female
1,255.56,Urban,0,Brick&Mortar,Married,3,33,10,male
4,134.04,Rural,0,Brick&Mortar,Married,1,23,5,female
7,231.68,Urban,1,Social,Single,1,18,2,female
10,109.59,Rural,1,Web,Married with children,4,32,10,female
4,413.07,Urban,0,Brick&Mortar,Married with children,1,27,3,female
8,29.99,Surburban,0,Web,Married with children,4,34,10,female
6,392.88,Urban,1,Web,Single,1,32,5,female
8,238.43,Surburban,1,Web,Married,3,42,3,male
6,174.72,Surburban,0,Brick&Mortar,Single,4,38,8,male
6,254.89,Surburban,1,Web,Married,5,48,2,both
6,80.02,Surburban,0,Brick&Mortar,Single,5,46,10,female
12,402.24,Urban,0,Brick&Mortar,Married with children,6,52,3,male
8,149.31,Surburban,1,Brick&Mortar,Married with children,4,34,8,female
2,313.35,Rural,0,Brick&Mortar,Married with children,1,24,1,both
2,421.51,Urban,0,Social,Single,1,26,4,male
6,101.82,Rural,1,Brick&Mortar,Single,6,50,1,male
4,170.88,Urban,0,Web,Married with children,3,33,8,female
6,32.17,Urban,1,Brick&Mortar,Married with children,4,44,9,male
1,622.84,Surburban,1,Social,Married,4,33,7,male
2,39.69,Rural,1,Web,Married,6,51,2,male
3,83.25,Urban,1,Web,Single,1,24,2,male
5,160.49,Rural,0,Brick&Mortar,Single,3,41,4,male
10,43.18,Surburban,1,Brick&Mortar,Single,1,29,9,male
7,99.64,Surburban,0,Brick&Mortar,Single,3,41,6,male
6,175.03,Urban,0,Web,Married,6,46,4,female
6,780.47,Urban,1,Social,Married,2,22,8,both
10,72.97,Rural,0,Web,Single,2,31,6,female
2,29.99,Urban,0,Web,Married,2,30,1,female
5,286.82,Rural,0,Web,Married,4,19,5,both
8,96.1,Surburban,1,Brick&Mortar,Married,1,31,1,male
4,211.29,Rural,0,Brick&Mortar,Married with children,1,28,6,female
7,538.33,Surburban,1,Social,Single,4,34,4,both
2,211.44,Surburban,0,Web,Married with children,1,35,8,male
2,858.08,Urban,1,Web,Married with children,3,41,9,male
4,86.12,Rural,1,Web,Married with children,1,23,3,male
7,354.86,Urban,0,Social,Single,2,35,9,male
8,370.1,Rural,0,Brick&Mortar,Married with children,2,22,6,female
4,93.94,Rural,1,Brick&Mortar,Married with children,5,51,5,male
2,29.99,Urban,0,Brick&Mortar,Married,5,22,8,male
4,29.99,Surburban,0,Brick&Mortar,Married with children,1,27,9,female
7,290.61,Surburban,0,Social,Single,2,22,1,male
2,326.65,Surburban,0,Social,Married with children,6,47,10,female
1,458.2,Surburban,0,Social,Married,6,28,9,both
7,187.7,Urban,1,Web,Single,6,26,6,male
2,129.69,Urban,1,Web,Married,1,40,7,female
5,29.99,Surburban,1,Web,Married with children,6,30,10,male
1,260.38,Urban,1,Social,Married,1,19,3,male
3,31.04,Rural,1,Brick&Mortar,Single,6,54,7,female
7,151.81,Surburban,0,Web,Single,1,31,3,female
6,109.59,Rural,1,Web,Married with children,5,44,10,female
3,135,Urban,1,Web,Married with children,1,20,4,female
10,147.06,Surburban,0,Web,Married with children,4,40,4,male
7,371.09,Urban,0,Web,Single,1,28,3,female
12,29.99,Surburban,1,Web,Married,4,32,4,female
10,238.97,Urban,0,Social,Single,2,18,7,female
1,74.84,Urban,0,Brick&Mortar,Married with children,2,23,7,female
11,439.45,Surburban,0,Social,Married,6,45,4,male
11,194.48,Rural,0,Brick&Mortar,Married,3,29,9,female
10,38.05,Surburban,1,Web,Single,1,31,7,female
4,793.22,Urban,1,Web,Single,2,22,4,male
6,29.99,Urban,0,Web,Married,5,49,10,male
9,36.87,Urban,1,Web,Married,4,36,10,male
6,92.01,Surburban,1,Web,Single,4,46,10,male
9,219.63,Urban,0,Brick&Mortar,Single,5,45,7,male
1,148.57,Urban,0,Web,Married,1,21,8,female
2,29.99,Urban,0,Web,Single,3,42,3,female
1,29.99,Surburban,1,Web,Married with children,1,29,2,female
12,60.64,Urban,1,Web,Married with children,5,53,10,male
12,302.77,Surburban,0,Brick&Mortar,Married with children,4,32,2,female
8,297.88,Surburban,0,Web,Single,5,51,9,male
7,328.61,Urban,0,Brick&Mortar,Single,4,36,5,male
11,265.65,Urban,1,Web,Married,5,54,6,male
1,239.33,Surburban,1,Brick&Mortar,Married with children,6,53,5,male
11,392.01,Surburban,0,Brick&Mortar,Married with children,1,46,8,female
3,543.89,Urban,1,Brick&Mortar,Single,3,36,6,both
10,198.91,Urban,0,Web,Married,5,46,9,female
4,231.66,Rural,0,Web,Single,5,24,4,male
1,1050.32,Urban,1,Social,Married with children,4,34,10,male
4,559.8,Surburban,1,Social,Single,3,36,10,male
4,1248.06,Rural,1,Social,Married,4,37,4,female
11,93.93,Surburban,0,Web,Single,2,32,5,female
10,123.64,Rural,0,Web,Married with children,1,26,10,female
9,29.99,Surburban,0,Brick&Mortar,Married,6,53,8,female
2,29.99,Surburban,0,Web,Married,2,31,4,female
9,544.67,Urban,1,Web,Married with children,1,28,6,both
6,554.81,Surburban,1,Social,Single,4,41,9,both
9,195.54,Urban,0,Brick&Mortar,Single,6,52,8,male
8,379.88,Urban,1,Brick&Mortar,Single,5,45,8,male
4,218.92,Surburban,0,Web,Married with children,5,35,8,female
2,872.36,Surburban,1,Brick&Mortar,Married,1,26,4,female
1,155.81,Urban,1,Brick&Mortar,Married with children,2,22,3,female
2,29.99,Urban,1,Web,Single,6,46,4,male
10,218.38,Surburban,0,Social,Single,5,34,7,both
4,237.38,Rural,0,Brick&Mortar,Married with children,5,48,8,male
4,261.13,Rural,0,Brick&Mortar,Married with children,1,20,1,male
8,430.84,Urban,0,Web,Married,4,34,4,male
12,41.39,Rural,1,Brick&Mortar,Married with children,1,25,1,female
9,41.28,Surburban,0,Brick&Mortar,Married,6,52,6,female
5,47.49,Urban,0,Brick&Mortar,Married with children,1,44,9,male
4,77.43,Surburban,0,Web,Married with children,1,31,5,male
5,29.99,Surburban,0,Brick&Mortar,Single,6,54,10,male
9,223.97,Rural,1,Web,Single,1,20,1,female
4,127.41,Urban,0,Brick&Mortar,Married with children,4,43,10,male
3,166.6,Surburban,1,Brick&Mortar,Married with children,6,47,8,female
6,135.66,Surburban,1,Web,Married,1,22,9,female
12,33.37,Surburban,0,Brick&Mortar,Single,5,52,8,male
1,111.52,Surburban,0,Brick&Mortar,Married,3,48,9,male
6,53.86,Urban,0,Web,Married with children,3,33,1,male
1,32.72,Urban,0,Web,Married,4,20,10,male
4,336.7,Urban,0,Web,Married with children,2,20,3,male
9,241.21,Surburban,1,Web,Single,6,48,10,male
12,82.97,Rural,0,Web,Married with children,5,48,3,male
1,29.99,Surburban,0,Web,Married with children,4,42,7,male
2,29.99,Surburban,1,Web,Single,6,20,2,male
2,274.31,Surburban,0,Social,Married with children,5,43,10,male
1,335.08,Urban,0,Brick&Mortar,Married,5,54,8,female
8,257.81,Surburban,0,Web,Married with children,3,33,7,female
2,72.46,Rural,1,Brick&Mortar,Married,2,18,9,male
8,29.99,Urban,0,Web,Married with children,3,40,7,male
9,141.07,Surburban,0,Brick&Mortar,Married with children,1,44,5,male
10,134.81,Surburban,0,Brick&Mortar,Single,6,44,2,female
6,62.81,Urban,1,Brick&Mortar,Married with children,1,31,1,female
2,130.84,Urban,1,Brick&Mortar,Married,4,41,4,male
3,368.18,Urban,0,Web,Married,4,18,7,female
9,184.15,Urban,0,Brick&Mortar,Married with children,4,53,4,male
10,243.12,Surburban,0,Brick&Mortar,Married,5,47,5,male
10,46.92,Surburban,0,Brick&Mortar,Married with children,4,41,4,female
1,158.43,Urban,1,Web,Married with children,2,19,1,female
5,118.12,Urban,1,Brick&Mortar,Married,4,33,5,male
2,126.97,Urban,1,Web,Single,1,22,5,female
1,29.99,Rural,0,Web,Single,5,51,5,male
4,29.99,Urban,0,Brick&Mortar,Single,4,19,2,male
4,91.75,Surburban,1,Brick&Mortar,Married,3,36,9,female
12,81.33,Rural,1,Web,Single,3,39,7,female
1,29.99,Rural,1,Brick&Mortar,Married with children,5,36,3,female
1,433,Surburban,0,Web,Married,2,35,8,female
10,61.31,Urban,0,Brick&Mortar,Married,4,32,1,male
12,68.21,Surburban,1,Web,Married,3,39,9,female
9,312.77,Rural,0,Brick&Mortar,Married,1,19,4,male
3,131.05,Surburban,1,Web,Married,3,35,3,male
2,29.99,Urban,1,Web,Single,2,22,4,male
4,52.89,Surburban,0,Web,Single,4,36,4,female
11,113.63,Surburban,0,Web,Married with children,5,49,5,male
2,188.92,Rural,0,Brick&Mortar,Single,2,27,5,male
9,58.84,Surburban,1,Web,Married,3,32,3,female
1,117.58,Rural,0,Brick&Mortar,Married,3,22,8,female
2,810.28,Rural,1,Web,Single,1,27,7,male
4,673.48,Rural,1,Brick&Mortar,Married,5,47,2,male
6,73.58,Rural,1,Brick&Mortar,Single,3,49,2,female
6,258.54,Urban,0,Brick&Mortar,Single,4,31,4,male
7,301.43,Surburban,0,Web,Single,4,42,8,female
4,157.95,Surburban,0,Web,Single,5,47,1,male
11,29.99,Surburban,0,Brick&Mortar,Married,6,53,9,male
10,29.99,Urban,1,Brick&Mortar,Married with children,1,22,5,female
9,249.93,Rural,0,Web,Married with children,1,30,3,male
7,594.22,Surburban,1,Brick&Mortar,Single,3,40,5,female
8,169.36,Surburban,1,Brick&Mortar,Married,5,44,9,male
1,173.89,Urban,0,Brick&Mortar,Married,1,24,4,male
7,102.5,Surburban,1,Web,Single,2,28,3,female
1,381.99,Urban,0,Brick&Mortar,Married,1,31,3,female
2,159.19,Urban,0,Brick&Mortar,Married,4,42,9,female
1,266.73,Urban,0,Brick&Mortar,Married with children,5,50,4,both
9,51.99,Rural,1,Web,Married with children,3,38,7,female
10,373.24,Surburban,0,Brick&Mortar,Married with children,4,31,6,female
2,483.65,Surburban,0,Brick&Mortar,Single,2,49,8,female
1,198.51,Surburban,1,Web,Married with children,6,48,3,female
2,498.12,Urban,0,Web,Married,3,39,1,male
8,57.27,Urban,0,Web,Single,6,52,10,male
6,70.19,Surburban,0,Brick&Mortar,Married,3,31,7,male
1,210.8,Surburban,0,Web,Married,1,53,8,male
10,297.44,Surburban,0,Brick&Mortar,Single,2,18,8,female
1,294.84,Surburban,0,Web,Single,6,45,6,male
1,149.7,Surburban,1,Brick&Mortar,Married,5,44,8,male
5,90.89,Surburban,0,Brick&Mortar,Married,4,37,10,male
2,195.18,Surburban,1,Brick&Mortar,Married with children,5,54,8,female
4,176.86,Surburban,0,Brick&Mortar,Married with children,6,54,2,female
9,29.99,Surburban,1,Web,Single,3,42,8,male
7,409.4,Urban,1,Brick&Mortar,Married,1,34,2,male
7,76.06,Surburban,1,Brick&Mortar,Married with children,5,51,6,male
4,86.79,Rural,0,Brick&Mortar,Married with children,1,20,6,female
5,29.99,Rural,1,Web,Married,1,55,1,male
8,230.37,Urban,1,Web,Single,6,28,7,female
4,401.55,Surburban,0,Social,Single,3,31,1,male
2,689.92,Surburban,1,Social,Married with children,2,18,5,male
2,29.99,Rural,1,Brick&Mortar,Married,3,43,1,female
10,29.99,Surburban,1,Web,Married with children,5,51,8,male
7,90.2,Rural,0,Brick&Mortar,Married with children,3,27,1,male
7,660.33,Surburban,1,Social,Married with children,1,28,7,both
1,875.84,Surburban,1,Brick&Mortar,Married with children,1,31,8,female
5,29.99,Urban,1,Web,Married,6,23,7,male
4,29.99,Surburban,1,Brick&Mortar,Single,1,24,5,male
6,29.99,Urban,0,Brick&Mortar,Married with children,5,24,7,male
5,299.16,Surburban,0,Web,Single,1,20,3,female
9,41.41,Surburban,1,Web,Married,1,24,8,male
2,81.85,Surburban,1,Brick&Mortar,Married,1,27,7,female
11,82.03,Urban,0,Brick&Mortar,Married with children,3,47,9,female
1,106.61,Surburban,1,Web,Single,6,49,7,female
12,189.17,Surburban,0,Web,Married,6,55,10,female
8,109.88,Surburban,0,Brick&Mortar,Married,4,36,2,male
7,29.99,Surburban,1,Web,Married with children,1,27,8,female
9,263.07,Rural,0,Brick&Mortar,Married with children,4,33,5,female
5,475.01,Surburban,0,Brick&Mortar,Married,3,40,1,female
1,29.99,Urban,1,Web,Married with children,2,30,9,male
6,220.68,Urban,0,Brick&Mortar,Married,5,52,10,male
2,29.99,Surburban,1,Brick&Mortar,Married with children,4,20,6,male
